source,campaign,influencer_id,user_id,product,date,orders,revenue
Facebook,Campaign_50,208,ndcs1uyszded,Protein Powder,2024-05-16,43,23649.33
YouTube,Campaign_46,487,8wge3ziexogx,Herbal Extract,2025-05-14,43,98510.68
Instagram,Campaign_94,302,vx9m3hkyz1qw,Herbal Skin Care Cream,2025-07-13,72,76075.31
Facebook,Campaign_35,32,j35yhkjhw145,Vital Herbs Mix,2025-02-19,87,93359.96
YouTube,Campaign_72,141,wc01inhkixxx,Herbal Extract,2023-10-01,90,61159.02
Instagram,Campaign_16,396,1gjs407ee6gr,Weight Gainer,2023-10-24,6,80697.89
Facebook,Campaign_19,420,37pvcf4us3g1,Weight Gainer,2023-08-10,13,85654.62
Twitter,Campaign_13,395,9kwgbnu3m3td,Herbal Skin Care Cream,2025-02-05,53,14799.86
Instagram,Campaign_98,485,7urudo4cdtbj,Weight Loss Snack,2025-02-12,26,84152.31
Instagram,Campaign_19,52,91qoe5iomqd9,Herbal Skin Care Cream,2025-06-18,81,81693.83
Instagram,Campaign_19,112,anotqlv7rxt4,Fat Burner Capsules,2024-05-22,18,65648.46
Instagram,Campaign_8,49,qx20t2ncn47d,Vital Herbs Mix,2024-02-25,97,87598.37
Twitter,Campaign_10,280,vcfo9re3dvsb,Protein Powder,2024-07-23,32,52765.52
YouTube,Campaign_32,19,58zbniab2yu7,Speciality Supplement Pack,2022-11-10,7,54635.59
Twitter,Campaign_53,195,yf9ul42m3zkn,Herbal Extract,2025-06-22,83,8649.55
Facebook,Campaign_80,435,3pdn68bni976,Pre Workout Drink,2024-09-06,19,15454.28
Facebook,Campaign_99,449,f7p9jp50eozo,Pre Workout Drink,2023-09-29,49,28324.61
YouTube,Campaign_35,220,rxvjm171k1ym,Weight Loss Snack,2024-04-21,55,92746.72
Facebook,Campaign_2,357,2j9nvtnic487,Herbal Extract,2024-03-31,66,56195.76
Instagram,Campaign_60,186,bxk1sr8cpenm,Pre Workout Drink,2023-05-28,47,46864.01
Twitter,Campaign_24,45,5un7d00ykgam,Herbal Skin Care Cream,2022-11-18,61,90060.94
Twitter,Campaign_78,85,yj4q9cs4a2is,Multivitamin Tablets,2024-08-09,23,21791.16
Instagram,Campaign_78,67,069x8plwq1qu,Weight Loss Snack,2024-10-31,53,15489.58
Facebook,Campaign_44,457,1re07wxc1kng,Protein Powder,2025-04-17,1,7866.8
Instagram,Campaign_2,396,roj95tcy7sxp,Speciality Supplement Pack,2024-02-27,5,48083.25
Facebook,Campaign_17,480,271i1dttopy7,Multivitamin Tablets,2025-03-31,16,68248.81
YouTube,Campaign_76,263,vnd8vi6fkrxx,Weight Loss Snack,2023-10-26,8,50000.08
YouTube,Campaign_65,450,wfmh6aaf28nw,Vital Herbs Mix,2025-05-24,84,93057.98
YouTube,Campaign_7,106,nl2urqn3bznh,Herbal Extract,2023-11-13,69,40197.69
Twitter,Campaign_57,246,wclo2d8fu8kx,Vital Herbs Mix,2022-08-18,86,19659.03
Facebook,Campaign_57,247,hrtauzf01svb,Weight Loss Snack,2024-10-31,60,82408.25
Instagram,Campaign_26,285,8q3518rwdj4v,Fat Burner Capsules,2025-01-17,15,71213.89
YouTube,Campaign_88,295,trzr8doufmgl,Fat Burner Capsules,2024-08-19,4,9732.89
YouTube,Campaign_62,99,7daovxpkaybs,Speciality Supplement Pack,2023-05-19,22,20500.5
YouTube,Campaign_79,316,ewyo0cadsmiq,Vital Herbs Mix,2022-10-07,69,22796.16
Twitter,Campaign_20,25,acaaff0go357,Fat Burner Capsules,2023-05-09,79,37490.08
Twitter,Campaign_40,119,bd0e8c6tcnhj,Post Workout Drink,2022-12-21,34,54340.73
Twitter,Campaign_57,243,vanqw64b9kkc,Herbal Skin Care Cream,2024-03-16,43,57437.74
YouTube,Campaign_16,290,21p4u0nuje8v,Speciality Supplement Pack,2023-11-02,48,52024.28
Instagram,Campaign_70,370,lweqd6r5fl42,Weight Loss Snack,2025-07-05,67,91530.05
Instagram,Campaign_76,384,vlbfj06ds8fl,Pre Workout Drink,2023-06-30,2,44446.5
YouTube,Campaign_38,200,2wbz8w8a5k8x,Speciality Supplement Pack,2022-12-05,60,83311.12
YouTube,Campaign_17,487,eh8geqlsreyg,Herbal Extract,2023-11-08,76,96571.17
Facebook,Campaign_98,321,aadh2ei2op03,Herbal Extract,2024-05-13,17,91644.93
Instagram,Campaign_98,15,ksgsra6wb4kp,Pre Workout Drink,2022-11-06,69,58004.43
Twitter,Campaign_26,408,bunoq4gnw8z4,Vital Herbs Mix,2024-11-09,6,66552.18
Twitter,Campaign_8,241,8lvc9b2r9k9l,Pre Workout Drink,2023-12-18,17,88451.99
YouTube,Campaign_65,59,j3lsjkoqzey6,Pre Workout Drink,2024-10-29,26,4932.08
Facebook,Campaign_66,362,qmjq0h4s41f2,Herbal Extract,2025-07-03,94,86663.66
YouTube,Campaign_29,239,gqn8j0we511k,Herbal Skin Care Cream,2024-09-19,2,29906.61
Facebook,Campaign_31,351,pkwxg0zfdknl,Fat Burner Capsules,2023-05-02,94,55307.71
Instagram,Campaign_57,333,48k6h9g9ei2l,Herbal Extract,2022-08-07,55,93722.71
YouTube,Campaign_92,21,imp391s8131y,Vital Herbs Mix,2022-12-05,68,80522.68
Instagram,Campaign_87,265,k6fa2hzteiww,Herbal Skin Care Cream,2024-09-30,86,62862.95
YouTube,Campaign_10,353,cw6yra65ec0t,Pre Workout Drink,2023-01-13,74,13055.38
YouTube,Campaign_21,394,w4hmvfcmq0ob,Weight Loss Snack,2024-11-03,57,99753.88
Instagram,Campaign_58,399,1n6qwa53v2e5,Post Workout Drink,2024-10-02,70,73023.62
Facebook,Campaign_69,379,nb7udbujhbqi,Fat Burner Capsules,2024-03-23,49,83947.56
Twitter,Campaign_71,32,1ymufxwt4snh,Weight Gainer,2023-07-11,57,46232.56
YouTube,Campaign_80,308,foq0zdlccm4s,Weight Gainer,2025-03-15,54,33215.36
YouTube,Campaign_66,445,459jj9gzkvbn,Weight Loss Snack,2025-06-01,16,22801.39
Instagram,Campaign_53,307,9jne7sh6s0ok,Multivitamin Tablets,2025-04-08,4,30084.81
YouTube,Campaign_83,52,0y0365mkri2k,Weight Gainer,2025-06-27,97,80542.79
Facebook,Campaign_31,214,5esv2fk3qu7t,Pre Workout Drink,2023-09-20,68,84323.46
Facebook,Campaign_15,346,g2myaxkeakvo,Fat Burner Capsules,2025-05-11,22,58505.26
Facebook,Campaign_58,18,d3rs2nu4bmzt,Multivitamin Tablets,2024-04-13,82,49641.74
YouTube,Campaign_16,31,ne0v4hu270a0,Weight Loss Snack,2024-07-26,11,20364.53
YouTube,Campaign_42,251,wemmhmx5nyq3,Herbal Extract,2023-05-22,76,4422.01
Facebook,Campaign_45,5,yhgmlt43e90e,Weight Loss Snack,2023-07-06,81,2994.5
Twitter,Campaign_83,188,qeihuo63wedp,Protein Powder,2023-08-31,74,68517.48
Facebook,Campaign_54,424,lhrtc7i85h6y,Pre Workout Drink,2022-07-29,26,6348.02
Facebook,Campaign_81,259,ydcm3t19lf6h,Vital Herbs Mix,2022-12-07,82,41536.42
Facebook,Campaign_94,134,pkyhecfxw7pt,Weight Loss Snack,2024-02-09,99,73295.2
Facebook,Campaign_81,52,0rkxqllopeyp,Herbal Extract,2025-04-20,78,87928.63
Instagram,Campaign_89,340,78bnwd7e0l4o,Multivitamin Tablets,2023-08-15,24,78391.51
Twitter,Campaign_4,61,l5kp3id6dnwt,Pre Workout Drink,2022-11-07,69,71586.44
Facebook,Campaign_87,308,lbn4dbzxai9i,Herbal Skin Care Cream,2024-08-24,51,24814.71
Instagram,Campaign_12,347,inelgvd3oh64,Post Workout Drink,2022-09-07,21,72964.02
Facebook,Campaign_7,180,0iw8cysy8l5b,Speciality Supplement Pack,2022-08-24,36,6475.48
Twitter,Campaign_10,236,qkmy6qr7e563,Vital Herbs Mix,2025-04-21,69,94333.42
Facebook,Campaign_32,87,025sdi15h25z,Multivitamin Tablets,2023-10-16,35,93800.65
Facebook,Campaign_85,132,hl0qsn5qc35a,Multivitamin Tablets,2023-09-18,85,66355.1
Twitter,Campaign_88,383,znp7uya7zp8p,Vital Herbs Mix,2025-06-17,14,92650.75
Instagram,Campaign_94,91,wn40e1jjdzcy,Post Workout Drink,2023-06-17,60,42100.14
Twitter,Campaign_44,334,a1jusshu1bac,Vital Herbs Mix,2022-09-07,61,42987.89
YouTube,Campaign_16,35,xf6rnh5ehywf,Fat Burner Capsules,2023-10-15,40,6446.93
Instagram,Campaign_37,72,cdv3u48t5eoa,Multivitamin Tablets,2023-01-09,2,38347.88
Instagram,Campaign_34,62,48qnpas8pp40,Weight Gainer,2022-10-28,95,99311.6
YouTube,Campaign_42,491,eevdesis69op,Herbal Extract,2025-05-20,23,1647.14
YouTube,Campaign_97,350,2c8hh41qkiie,Weight Gainer,2023-04-11,100,27774.11
Instagram,Campaign_49,184,80ypg2mirxc5,Weight Gainer,2024-04-14,52,33929.5
Twitter,Campaign_1,401,5l1p1dhdgdlt,Weight Loss Snack,2023-06-01,27,74805.88
Twitter,Campaign_78,343,ggd08kimgkar,Speciality Supplement Pack,2023-11-17,23,62896.28
Facebook,Campaign_92,87,9owslk0plzte,Fat Burner Capsules,2025-01-13,56,84113.93
YouTube,Campaign_27,306,44rwug166s78,Post Workout Drink,2023-05-21,45,69630.12
Twitter,Campaign_8,34,kb2c1mh1nbzo,Weight Gainer,2023-08-22,90,32362.9
Instagram,Campaign_87,274,yw7yhrjrridm,Multivitamin Tablets,2023-03-29,47,38040.32
YouTube,Campaign_18,390,i2471i5dp13e,Post Workout Drink,2023-12-18,0,87637.08
Twitter,Campaign_16,259,09wq4n18153w,Pre Workout Drink,2022-08-20,97,11110.39
Instagram,Campaign_40,47,56i9pyqld56y,Weight Gainer,2023-02-22,89,99871.46
Instagram,Campaign_85,455,jv601s9bay6b,Multivitamin Tablets,2024-09-20,15,5942.54
Instagram,Campaign_55,344,0m1g0e5h0e8b,Weight Gainer,2022-11-01,90,78951.29
Twitter,Campaign_61,372,caokpm4sjssz,Post Workout Drink,2024-11-27,90,59824.66
Instagram,Campaign_25,225,xqt9mszr0mzr,Post Workout Drink,2023-08-27,13,44140.41
Facebook,Campaign_90,120,d5d7vkc5bnz7,Post Workout Drink,2023-11-19,46,36964.18
Instagram,Campaign_70,160,2wuma4800her,Herbal Extract,2025-01-10,38,98667.08
Instagram,Campaign_63,250,sosp89ukai77,Vital Herbs Mix,2023-03-01,40,34101.47
Twitter,Campaign_33,150,lx956jd1bpo4,Pre Workout Drink,2023-06-02,19,71620.22
Twitter,Campaign_76,399,9im4knpi91py,Fat Burner Capsules,2023-11-13,13,81188.73
Instagram,Campaign_42,482,9t27yfzrklsp,Speciality Supplement Pack,2024-12-02,0,59056.9
Facebook,Campaign_50,101,pczuonew4mwo,Pre Workout Drink,2023-12-22,25,6150.48
Twitter,Campaign_21,77,cki4mhxsg5u4,Protein Powder,2024-02-24,65,14366.26
Instagram,Campaign_45,11,uv5i7g9bsl7l,Multivitamin Tablets,2022-12-15,57,76947.12
Instagram,Campaign_7,277,9bgdyboj520h,Weight Gainer,2025-06-27,78,97563.45
Facebook,Campaign_89,123,h3fc5p2ur3fc,Herbal Skin Care Cream,2023-08-03,36,79125.49
YouTube,Campaign_85,51,r5v730kf8vd3,Multivitamin Tablets,2024-06-23,71,94909.23
Twitter,Campaign_99,444,rrj1cmdrma7y,Vital Herbs Mix,2023-11-16,78,6978.79
Twitter,Campaign_73,53,pcfyx0joc6z9,Vital Herbs Mix,2023-07-21,66,11118.67
YouTube,Campaign_83,277,lvorjr9ly6ps,Speciality Supplement Pack,2023-12-19,4,46246.88
YouTube,Campaign_30,406,f14pn1qy8ecv,Weight Gainer,2022-09-04,100,68478.16
Twitter,Campaign_90,182,84xvdn0a59wa,Pre Workout Drink,2024-02-10,50,62249.45
Twitter,Campaign_91,489,gp510lgs48a8,Vital Herbs Mix,2024-06-19,87,55444.88
Twitter,Campaign_8,305,hts1p2k6mu0d,Weight Gainer,2024-05-30,91,69603.08
Facebook,Campaign_86,147,1tt03vszvggh,Multivitamin Tablets,2025-04-29,5,62422.71
YouTube,Campaign_48,465,ugt7sayqn92t,Vital Herbs Mix,2025-02-11,83,81057.57
Instagram,Campaign_7,81,2krynlaf0ph6,Herbal Extract,2023-11-16,53,78032.27
Instagram,Campaign_71,415,eeg9njepli20,Weight Loss Snack,2024-12-26,34,22848.92
Facebook,Campaign_70,468,ak6n0xikuxpg,Multivitamin Tablets,2022-09-28,13,54403.35
Twitter,Campaign_58,251,3jpa9fysrcbj,Weight Gainer,2023-06-25,100,57588.14
YouTube,Campaign_94,474,s4t1jwxivori,Weight Gainer,2022-12-14,47,22850.86
Instagram,Campaign_20,2,52x1whs0s3th,Vital Herbs Mix,2022-11-17,56,20142.69
Twitter,Campaign_23,198,zoutmequz8d9,Protein Powder,2024-11-09,82,80550.64
Facebook,Campaign_64,455,m0ib3w4witr0,Multivitamin Tablets,2024-01-05,35,45970.67
Twitter,Campaign_61,7,meva7j6oy77g,Post Workout Drink,2024-08-09,1,45897.4
Facebook,Campaign_30,222,620cofzowgdc,Weight Loss Snack,2023-06-07,45,14175.55
YouTube,Campaign_87,347,oq93topzzrtc,Herbal Extract,2024-06-05,88,63607.74
YouTube,Campaign_57,485,vmujp8uuhnyk,Fat Burner Capsules,2025-06-11,15,11977.77
Instagram,Campaign_5,430,yfjnbif9yrod,Herbal Extract,2024-11-29,41,68952.82
Facebook,Campaign_7,178,t2dtoohuainr,Herbal Skin Care Cream,2023-12-23,2,48735.0
YouTube,Campaign_26,369,johtrfozlaf7,Herbal Skin Care Cream,2023-09-15,67,46405.38
Twitter,Campaign_2,454,z4szm12awvsp,Vital Herbs Mix,2024-08-03,77,72053.85
YouTube,Campaign_80,117,yzfzj29y7cjb,Herbal Skin Care Cream,2023-07-20,36,17555.1
YouTube,Campaign_33,286,sqizrj48l94w,Speciality Supplement Pack,2023-04-16,31,69140.2
Instagram,Campaign_13,279,ozrzuwqffp5n,Vital Herbs Mix,2022-11-30,4,40256.46
Instagram,Campaign_89,250,y1li8are104r,Weight Gainer,2024-12-24,66,81179.44
Facebook,Campaign_70,415,p59q6pu4y6dm,Pre Workout Drink,2024-06-27,98,26785.71
YouTube,Campaign_99,142,5nva7s5f8bma,Vital Herbs Mix,2022-12-31,17,83623.42
Instagram,Campaign_28,146,aw1wcmt77hvx,Speciality Supplement Pack,2024-01-14,96,7147.91
Twitter,Campaign_1,189,55jmpggd0twk,Post Workout Drink,2023-01-30,72,20652.87
Twitter,Campaign_29,59,dw1ux6ovhbtl,Multivitamin Tablets,2023-11-14,94,20019.32
YouTube,Campaign_7,53,vvba0ypnc43h,Weight Loss Snack,2024-11-19,17,19711.44
YouTube,Campaign_35,127,6xcf4kzseqga,Protein Powder,2024-08-08,95,73094.55
Facebook,Campaign_71,390,n2itclt62u15,Weight Loss Snack,2023-11-17,31,96723.65
Twitter,Campaign_87,108,os8i2gkmcml5,Speciality Supplement Pack,2025-04-16,26,67187.31
YouTube,Campaign_96,118,ugddxbzt0tpj,Speciality Supplement Pack,2022-11-22,41,83432.46
Facebook,Campaign_79,282,7c9ja5t7p9qw,Herbal Skin Care Cream,2025-07-16,77,69385.11
Instagram,Campaign_37,292,gr4b8jqtbofa,Speciality Supplement Pack,2022-08-18,41,94531.68
Instagram,Campaign_45,172,204oaxlw5m4e,Herbal Extract,2024-11-11,62,28143.94
Facebook,Campaign_24,155,622hmpw4pb9m,Vital Herbs Mix,2023-09-05,6,4682.58
Twitter,Campaign_38,123,9w44xzpr6h2u,Vital Herbs Mix,2022-10-11,35,80670.09
Instagram,Campaign_38,246,8v7ljq54bg5c,Multivitamin Tablets,2025-07-15,80,5440.43
Instagram,Campaign_78,139,21073aeep2r6,Multivitamin Tablets,2024-03-13,80,27740.75
Facebook,Campaign_26,217,1ljxgd3uex1e,Herbal Skin Care Cream,2025-02-11,62,77437.59
Facebook,Campaign_66,294,rgwt282a6tdj,Protein Powder,2023-12-27,99,45391.68
Instagram,Campaign_32,21,9it1alhh5sjf,Protein Powder,2023-09-05,58,43554.74
YouTube,Campaign_76,6,nl86o1bxmtbz,Weight Gainer,2023-02-10,94,49820.96
Twitter,Campaign_3,290,6um51tl35bdl,Herbal Extract,2025-02-11,74,89616.14
Twitter,Campaign_28,346,hty2ltubrw62,Weight Gainer,2022-09-04,64,6167.71
Twitter,Campaign_96,89,w0dkts3m1w2e,Weight Gainer,2023-11-04,54,17446.88
Facebook,Campaign_41,444,kpdvvjqb5on4,Herbal Extract,2025-04-15,66,28948.45
Instagram,Campaign_32,289,6otn4ll1wor2,Multivitamin Tablets,2023-04-13,17,8338.67
Twitter,Campaign_79,113,pmwmvgik1e6u,Herbal Skin Care Cream,2022-12-11,71,41077.01
Instagram,Campaign_61,443,4gn9slxsol5t,Protein Powder,2024-04-16,10,69412.67
YouTube,Campaign_64,298,ihm7x1hxchyh,Multivitamin Tablets,2023-12-24,11,92477.49
YouTube,Campaign_95,286,p386fsrkq32q,Speciality Supplement Pack,2023-12-31,44,70077.97
Twitter,Campaign_73,107,0iw3d1cz5u5m,Speciality Supplement Pack,2022-12-23,80,4838.8
YouTube,Campaign_26,482,txs83xew1zyk,Post Workout Drink,2022-08-13,46,22977.6
YouTube,Campaign_73,255,slj5hrup0mmr,Multivitamin Tablets,2023-10-02,5,69031.59
Instagram,Campaign_61,34,u4nsikfesvjl,Weight Loss Snack,2023-11-12,34,36054.63
Instagram,Campaign_29,184,v8ed7spljcp1,Weight Loss Snack,2022-09-17,60,96454.31
Twitter,Campaign_59,87,yb3yj6kl9r84,Post Workout Drink,2024-05-15,31,73481.46
Twitter,Campaign_17,315,a3ndpyn89mrg,Herbal Extract,2023-01-01,56,87248.22
Instagram,Campaign_84,432,p8j0djwsaaen,Multivitamin Tablets,2025-04-04,12,32416.09
Facebook,Campaign_58,447,xxkmlmk4xl1t,Pre Workout Drink,2025-04-06,89,16969.12
Twitter,Campaign_26,72,4nb5go04stis,Speciality Supplement Pack,2024-12-05,14,93559.02
Instagram,Campaign_49,240,5ntt4z9xavb7,Speciality Supplement Pack,2022-12-01,24,75919.29
Facebook,Campaign_44,281,20njaaayjzev,Speciality Supplement Pack,2023-02-22,100,49727.56
Instagram,Campaign_100,49,bdsibgwnze9g,Herbal Extract,2023-06-04,38,64740.06
Instagram,Campaign_25,165,hr3wljh7nbvj,Herbal Extract,2025-02-08,82,53983.77
YouTube,Campaign_23,188,ih4f1xnvb215,Weight Gainer,2023-03-20,90,87584.48
YouTube,Campaign_61,451,8u514dymwpfc,Weight Loss Snack,2024-10-10,11,31684.43
YouTube,Campaign_3,135,ncauzfjaljze,Protein Powder,2024-05-28,58,58846.0
YouTube,Campaign_29,250,4k2v4zppz99f,Weight Gainer,2024-06-22,21,17106.83
Instagram,Campaign_15,364,mk3pbe1uggjm,Protein Powder,2025-03-05,39,44049.75
Instagram,Campaign_52,175,q6gxlun6ufcr,Herbal Extract,2023-11-21,1,18770.32
Instagram,Campaign_4,485,5lvwqolf43yw,Fat Burner Capsules,2024-10-31,44,65511.65
Facebook,Campaign_7,97,lptpomqh0cec,Post Workout Drink,2023-04-29,2,64536.51
Facebook,Campaign_36,82,i1zsmh12gk0h,Vital Herbs Mix,2022-08-13,33,16495.39
YouTube,Campaign_65,481,2k1l2kszipsh,Herbal Extract,2022-11-01,9,20915.71
Facebook,Campaign_38,248,ynnkb47y7m8m,Herbal Extract,2022-09-03,71,61923.76
Instagram,Campaign_3,73,rykn8a280x30,Speciality Supplement Pack,2024-05-04,94,69241.48
Twitter,Campaign_42,349,f0q8rl6ab6bh,Multivitamin Tablets,2022-12-04,72,23392.65
YouTube,Campaign_36,197,agdfu8dd3vig,Herbal Skin Care Cream,2024-08-31,39,22751.29
Facebook,Campaign_76,11,t6d97oie00ej,Weight Gainer,2023-04-26,3,56843.95
YouTube,Campaign_67,224,hrmbl4otpt31,Pre Workout Drink,2024-07-29,63,12292.64
Twitter,Campaign_67,360,8yw1dgtg6zom,Fat Burner Capsules,2023-04-29,1,52568.98
Facebook,Campaign_59,305,2oyhz3ugb5mc,Weight Loss Snack,2025-05-03,78,20001.55
Facebook,Campaign_23,285,qgzdkmq9uqwf,Weight Loss Snack,2023-12-23,66,2632.81
Facebook,Campaign_52,136,n55lk9uawwpv,Speciality Supplement Pack,2022-08-12,15,45290.05
Instagram,Campaign_60,32,c0azp79uvhsd,Vital Herbs Mix,2024-07-07,35,45692.32
Instagram,Campaign_29,179,ux5wk86qng8d,Herbal Skin Care Cream,2022-12-27,53,88575.35
Instagram,Campaign_46,413,zafdmr6soh7q,Vital Herbs Mix,2023-08-20,54,43411.56
Instagram,Campaign_86,372,lh5bs3vopp5t,Weight Loss Snack,2024-11-25,71,1661.57
Instagram,Campaign_3,90,33jcn6cyo51k,Pre Workout Drink,2022-09-05,67,65436.54
Twitter,Campaign_94,63,w4hwon20cmpc,Protein Powder,2024-04-14,56,41185.78
YouTube,Campaign_38,493,bhbxflouw91t,Post Workout Drink,2022-10-10,71,54493.21
YouTube,Campaign_2,257,vv95kjfdu1gd,Pre Workout Drink,2025-04-24,20,7681.99
Facebook,Campaign_4,409,m57ppx116dbj,Post Workout Drink,2023-01-29,71,79008.03
YouTube,Campaign_72,267,x5z0wee80kmc,Multivitamin Tablets,2024-11-06,2,71601.52
Twitter,Campaign_21,146,mxzyrjfvohoc,Protein Powder,2025-05-12,29,85371.29
Facebook,Campaign_18,157,g2keyyz0gmv0,Multivitamin Tablets,2023-02-14,46,76698.83
YouTube,Campaign_26,119,akjtdkwey7z3,Weight Loss Snack,2025-04-15,53,85144.47
YouTube,Campaign_17,74,2ox1g28p4adx,Pre Workout Drink,2025-05-28,12,34951.5
Twitter,Campaign_40,145,df21o752tvrf,Pre Workout Drink,2023-07-10,82,61064.95
YouTube,Campaign_58,183,v4vapi5d3lcq,Herbal Extract,2024-04-25,30,79114.72
Facebook,Campaign_47,271,xipe46ivaolx,Protein Powder,2025-01-02,44,69776.52
Instagram,Campaign_25,130,qrmq1hdeylia,Weight Loss Snack,2022-09-24,60,64358.93
YouTube,Campaign_32,141,h5mn6oqj6g6c,Multivitamin Tablets,2025-04-13,72,14083.77
Instagram,Campaign_24,396,ddoikt2kfxhn,Multivitamin Tablets,2023-08-09,15,77461.98
Twitter,Campaign_85,121,5a5w9xxluimn,Protein Powder,2023-11-07,19,63831.4
Facebook,Campaign_68,334,m4zpdop6hd7l,Speciality Supplement Pack,2025-07-22,77,72797.76
Instagram,Campaign_87,408,g1eflhlx03v1,Multivitamin Tablets,2024-12-29,3,6731.34
Facebook,Campaign_8,181,uzvo9qt9hgyr,Fat Burner Capsules,2023-03-16,3,75720.22
YouTube,Campaign_14,269,9napdhy2xlbl,Protein Powder,2024-09-22,97,58751.69
Twitter,Campaign_61,338,9sa86aofw8xu,Herbal Skin Care Cream,2025-02-25,43,19624.66
Facebook,Campaign_71,72,j5ye8wh77g70,Fat Burner Capsules,2023-08-21,85,64345.22
Facebook,Campaign_52,241,g58jlknpx1wp,Post Workout Drink,2023-05-18,14,44781.79
Twitter,Campaign_21,172,xow7nsza2yhe,Multivitamin Tablets,2025-06-13,92,66816.82
YouTube,Campaign_91,10,wu2z833axp4e,Pre Workout Drink,2024-10-13,77,9887.11
YouTube,Campaign_24,495,uc4kdte0m890,Pre Workout Drink,2022-11-10,97,95317.93
Twitter,Campaign_78,275,2tulyo3sgfsu,Weight Gainer,2023-01-10,66,6303.0
Instagram,Campaign_61,451,zc21unc7wwg0,Post Workout Drink,2024-05-08,42,70476.19
Twitter,Campaign_99,366,8qv6s2bug35i,Herbal Extract,2023-09-05,63,86168.95
Instagram,Campaign_33,456,080380cbqa4f,Weight Gainer,2022-10-02,22,73749.3
Twitter,Campaign_99,113,it3nul5dyvf8,Multivitamin Tablets,2024-09-06,36,93882.74
Twitter,Campaign_78,36,qfbhntiuwmde,Multivitamin Tablets,2025-04-25,60,65542.77
Facebook,Campaign_87,125,i1wr07i3qftq,Weight Gainer,2023-10-26,89,66366.86
Twitter,Campaign_84,496,973iatke1314,Post Workout Drink,2022-09-05,31,43750.32
Twitter,Campaign_10,168,lky2nqh6fatl,Fat Burner Capsules,2025-07-09,66,60126.8
Facebook,Campaign_10,76,y4w3wespb4sc,Weight Loss Snack,2022-09-24,9,4860.31
YouTube,Campaign_46,43,aaj7hekdze9z,Post Workout Drink,2022-08-17,47,76010.07
YouTube,Campaign_37,386,wvihw991k8bk,Speciality Supplement Pack,2025-04-15,2,88199.02
Instagram,Campaign_89,459,i5p3vu58fs9x,Vital Herbs Mix,2023-02-09,61,81794.02
YouTube,Campaign_77,248,1e2dnhyog3ss,Protein Powder,2025-03-22,78,19075.51
YouTube,Campaign_26,73,l57xpesha6lz,Pre Workout Drink,2025-04-10,31,40262.74
Instagram,Campaign_89,102,kbr7g4mjze72,Herbal Extract,2025-01-20,51,15942.52
Instagram,Campaign_90,474,hm2irc2o2kp3,Vital Herbs Mix,2023-07-01,49,91573.59
Facebook,Campaign_16,420,jr3g6c6153x7,Speciality Supplement Pack,2024-08-11,64,77615.47
Instagram,Campaign_67,89,s445y4ts63bk,Fat Burner Capsules,2023-05-11,47,22948.88
Twitter,Campaign_28,184,bg0im28ssa28,Weight Loss Snack,2024-01-16,86,54198.95
Facebook,Campaign_18,145,t4ymicrnbqou,Post Workout Drink,2023-09-15,93,29915.57
Facebook,Campaign_33,30,q6tjq128t4h8,Multivitamin Tablets,2024-09-22,96,76972.39
Facebook,Campaign_53,397,ir60mdx1zr99,Pre Workout Drink,2024-04-13,32,30651.7
Instagram,Campaign_33,108,tgs7hzz4gw43,Weight Gainer,2022-08-31,47,99628.42
Twitter,Campaign_2,173,kijknqwk2uhu,Weight Gainer,2023-10-29,81,45893.73
Facebook,Campaign_71,402,4aadqs0ijajw,Fat Burner Capsules,2025-05-12,40,64558.7
Twitter,Campaign_95,223,ddwhpoorn7n0,Speciality Supplement Pack,2022-09-11,62,20270.34
Twitter,Campaign_16,174,ujo2t6297sel,Protein Powder,2025-03-01,13,46343.85
Twitter,Campaign_46,12,s3cdoof2jjlp,Herbal Extract,2022-10-09,22,43312.83
Facebook,Campaign_18,244,4l1g22oh8fzu,Pre Workout Drink,2022-12-29,33,88744.62
YouTube,Campaign_20,349,o88v78rz5cwc,Protein Powder,2023-05-31,1,91662.53
YouTube,Campaign_63,203,c2p37ipdtnth,Weight Loss Snack,2024-12-22,50,75835.49
Instagram,Campaign_89,179,m707x3kb5nq3,Pre Workout Drink,2024-03-29,29,76828.81
YouTube,Campaign_60,355,23l8n6kyloqm,Vital Herbs Mix,2024-09-10,95,17669.16
Twitter,Campaign_53,204,1883f7asxyw1,Herbal Skin Care Cream,2023-12-14,57,55411.43
Twitter,Campaign_16,496,gnpw325gzmmp,Multivitamin Tablets,2022-08-04,33,95918.08
Twitter,Campaign_64,319,mz69im32sjbs,Fat Burner Capsules,2025-04-06,92,64540.01
YouTube,Campaign_8,403,cp1ys813h8fv,Post Workout Drink,2024-07-07,3,40192.91
Facebook,Campaign_45,483,xrne5yazhuuh,Weight Gainer,2023-04-05,11,35347.1
Twitter,Campaign_44,192,ukbr3pt47xxa,Multivitamin Tablets,2023-05-09,58,67182.44
Facebook,Campaign_52,64,6bmla4qry3vv,Multivitamin Tablets,2024-01-05,87,55340.92
YouTube,Campaign_56,396,vf70ujgvcvue,Vital Herbs Mix,2025-03-12,77,22657.76
Facebook,Campaign_75,102,11pj1gev8czn,Herbal Extract,2022-11-12,19,62903.73
Twitter,Campaign_85,238,q85qzlvzyz72,Multivitamin Tablets,2024-09-21,25,84761.51
Instagram,Campaign_34,445,ywmjtw7tdwde,Weight Gainer,2023-11-04,40,74597.92
